month,season,Location,sex,Subject Code,TSV,TP,air_ts,air_tp,RH_ts,RH_tp,comfort,prod,TA,clo,Uphols,clo_tot,met,sh_sw,Ti,Tg,Va,RH,PMV,PPD,TnG_R_0.5,Tmr,Top,Tout,Trm,TnG_R_0.25,TnG_R_0.33,
4,2,K1420,2,MKG1,0,0,0,0,0,0,2,0,0,0.52,0.1,0.62,1,0,21.8,21.5,0.1,66,-1.194271884,34.96799202,21.51152175,21.2230435,21.51152175,17.10797342,18.48143561,21.51152175,21.51152175,
4,2,K1420,2,MKG2,-1,0,1,0,1,-1,2,1,0,0.34,2,2.34,0.7,0,20.4,21.6,0.1,67.8,-0.282012466,6.651948519,23.54948892,22.69897784,21.54948892,17.10797342,18.48143561,25.54948892,24.57979195,
4,2,K1420,2,MKG3,0,-1,-3,-1,0,0,2,0,0,0.58,0.1,0.68,1.1,0,21.5,22.1,0.1,70.1,-0.534342348,10.97401902,22.07411914,22.64823828,22.07411914,17.10797342,18.48143561,22.07411914,22.07411914,
4,2,K1420,2,MKG5,0,-1,-1,-1,-2,-1,4,-1,0,0.56,0.1,0.66,1,0,21.4,21.2,0.1,61.55,-1.219102273,36.18617365,21.20744181,21.01488361,21.20744181,17.10797342,18.48143561,21.20744181,21.20744181,
4,2,K1420,2,MKG3,-1,0,-3,0,-1,0,2,0,0,0.54,0.05,0.59,1.2,-1,19.3,19.8,0.1,70.5,-1.153125169,32.98935293,21.78394645,20.26789289,19.78394645,17.10797342,18.48143561,23.78394645,22.81424948,
4,2,K1420,2,MKG1,-2,-1,1,1,0,-1,2,1,0,0.54,0.05,0.59,1.1,0,18.3,19.5,0.1,78.9,-1.608870867,56.82791435,23.46131257,20.62262515,19.46131257,17.10797342,18.48143561,27.46131257,25.52191863,
4,2,K1420,2,MKG2,1,0,0,0,1,0,3,0,0,0.37,0.15,0.52,0.7,0,21.5,22.9,0.1,75.2,-3.426182833,99.9275132,20.83214848,24.16429697,22.83214848,17.10797342,18.48143561,18.83214848,19.80184545,
4,2,K1420,2,MKG3,1,0,0,1,-1,-1,2,1,0,0.58,0.1,0.68,1,1,20.7,22.75,0.1,71.8,-0.716589926,15.80431334,20.64931185,24.59862371,22.64931185,17.10797342,18.48143561,18.64931185,19.61900882,
4,2,K1420,2,MKG5,1,0,-1,0,0,0,4,-1,1,0.46,0.05,0.51,1.25,-1,22.4,22.6,0.1,63.9,-0.405848883,8.432521058,20.59107974,22.78215949,22.59107974,17.10797342,18.48143561,18.59107974,19.56077671,
4,2,K1420,2,MKG1,1,0,0,0,0,0,2,1,0,0.51,0,0.51,1.4,0,19.75,20.1,0.1,71.2,-0.737223808,16.44174877,18.08837871,20.42675741,20.08837871,17.10797342,18.48143561,16.08837871,17.05807568,
4,2,K1420,2,MKG2,1,1,-3,0,-1,0,2,0,0,0.56,0.1,0.66,1,1,20.95,22.4,0.1,75.7,-0.819684058,19.17086186,20.33287494,23.71574987,22.33287494,17.10797342,18.48143561,18.33287494,19.30257191,
4,2,K1420,2,MKG1,-1,-1,-2,0,-1,0,2,0,0,0.54,0.05,0.59,1.1,-1,20.7,21.7,0.1,65.9,-0.938445513,23.60089752,23.65786894,22.61573787,21.65786894,17.10797342,18.48143561,25.65786894,24.68817197,
4,2,K1420,2,MKG2,1,0,0,0,1,0,2,1,0,0.56,0.1,0.66,1.1,0,23.15,25.1,0.1,75.7,0.313184911,7.038852542,22.98422889,26.81845778,24.98422889,17.10797342,18.48143561,20.98422889,21.95392586,
4,2,K1420,2,MKG3,-1,0,0,0,-1,-1,3,1,0,0.51,0.1,0.61,1.1,0,18.6,19.8,0.1,71.2,-1.485848508,50.13201965,21.75960296,20.91920592,19.75960296,17.10797342,18.48143561,23.75960296,22.78990599,
4,2,K1420,2,MKG5,-1,-1,-3,0,-2,0,2,0,0,0.46,0.1,0.56,1.1,-1,19.5,19.9,0.1,63.9,-1.593885336,56.01247432,21.88705553,20.27411106,19.88705553,17.10797342,18.48143561,23.88705553,22.91735856,
4,2,K1420,2,MKG1,-1,0,0,0,-1,0,2,0,0,0.58,0.1,0.68,1.1,0,21.8,21.5,0.1,71.8,-0.668140565,14.37975339,23.51152175,21.2230435,21.51152175,17.10797342,18.48143561,25.51152175,24.54182478,
4,2,K1420,2,MKG2,0,0,1,0,1,-1,2,0,0,0.37,0.1,0.47,1.1,0,20.4,21.6,0.1,75.2,-1.293958268,39.95803813,21.54948892,22.69897784,21.54948892,17.10797342,18.48143561,21.54948892,21.54948892,
4,2,K1420,2,MKG3,0,-1,-3,-1,0,0,2,1,0,0.54,0.1,0.64,1.1,0,21.5,22.1,0.1,78.9,-0.573069182,11.87991838,22.07411914,22.64823828,22.07411914,17.10797342,18.48143561,22.07411914,22.07411914,
4,2,K1420,2,MKG5,0,-1,-1,-1,-2,-1,2,0,0,0.54,0.1,0.64,1.1,0,21.4,21.2,0.1,70.5,-0.862544374,20.70271934,21.20744181,21.01488361,21.20744181,17.10797342,18.48143561,21.20744181,21.20744181,
4,2,K1420,2,MKG3,-1,0,-3,0,-1,0,4,-1,0,0.56,0.1,0.66,1.1,0,19.3,19.8,0.1,61.6,-1.339058872,42.29396817,21.78394645,20.26789289,19.78394645,17.10797342,18.48143561,23.78394645,22.81424948,
4,2,K1420,2,MKG1,-2,-1,1,1,0,-1,2,0,0,0.58,0.1,0.68,1.1,-1,18.3,19.5,0.1,70.1,-1.377466225,44.31467624,23.46131257,20.62262515,19.46131257,17.10797342,18.48143561,27.46131257,25.52191863,
4,2,K1420,2,MKG2,1,0,0,1,-1,-1,2,1,0,0.34,0.1,0.44,1.1,0,21.5,22.9,0.1,67.8,-0.968714348,24.82106343,20.83214848,24.16429697,22.83214848,17.10797342,18.48143561,18.83214848,19.80184545,
4,2,K1420,2,MKG3,1,0,-1,0,0,0,3,0,0,0.52,0.1,0.62,1.1,0,20.7,22.75,0.1,66,-0.591332869,12.32971519,20.64931185,24.59862371,22.64931185,17.10797342,18.48143561,18.64931185,19.61900882,
4,2,K1420,2,MKG5,1,0,0,0,0,0,2,1,0,0.71,0.01,0.72,1.1,0,22.4,22.6,0.1,71.4,-0.283708946,6.671948607,20.59107974,22.78215949,22.59107974,17.10797342,18.48143561,18.59107974,19.56077671,
4,2,K1420,2,MKG1,0,0,0,0,0,0,4,-1,1,0.96,0.1,1.06,1.1,0,19.75,20.1,0.1,77.6,-0.314867446,7.060904711,20.08837871,20.42675741,20.08837871,17.10797342,18.48143561,20.08837871,20.08837871,
4,2,K1420,2,MKG2,1,1,-3,0,-1,0,2,1,0,0.42,0.1,0.52,1.1,0,20.95,22.4,0.1,65.3,-0.935204607,23.47239744,20.33287494,23.71574987,22.33287494,17.10797342,18.48143561,18.33287494,19.30257191,
5,2,K1420,1,FKG1,-1,0,0,0,0,0,2,0,0,0.74,0.05,0.79,0.95,0,20.1,20.9,0.1,76.7,-1.214372463,35.95278314,22.86962074,21.63924149,20.86962074,19.32724252,19.130794,24.86962074,23.89992378,
5,2,K1420,1,FKG2,0,0,-2,-1,0,0,2,1,0,0.65,0.05,0.7,1.5,0,21.78,22.55,0.1,71.825,0.365559389,7.781631214,22.51491501,23.24983003,22.51491501,19.32724252,19.130794,22.51491501,22.51491501,
5,2,K1420,1,FKG2,0,0,-1,0,1,0,2,1,0,0.46,0,0.46,1.7,0,23.46,24.2,0.1,66.95,0.616051536,12.96153926,24.16078519,24.86157038,24.16078519,19.32724252,19.130794,24.16078519,24.16078519,
5,2,K1420,1,FKG1,0,0,-1,0,0,0,3,0,0,0.633333333,0.1,0.733333333,1.1,0,21.78,22.55,0.1,71.825,-0.290506424,6.753303587,22.51491501,23.24983003,22.51491501,19.32724252,19.130794,22.51491501,22.51491501,
5,2,K1420,1,FKG1,-1,0,0,0,0,0,2,0,0,0.74,0.1,0.84,1.1,0,20.1,20.9,0.1,76.7,-0.517265192,10.59519421,22.86962074,21.63924149,20.86962074,19.32724252,19.130794,24.86962074,23.89992378,
5,2,K1420,1,FKG2,0,0,-2,-1,0,0,2,1,0,0.45,0.1,0.55,1.1,0,21.78,22.55,0.1,71.825,-0.709631295,15.59347538,22.51491501,23.24983003,22.51491501,19.32724252,19.130794,22.51491501,22.51491501,
5,2,K1420,1,FKG3,0,0,-1,0,1,0,2,1,0,0.6,0.1,0.7,1,0,23.46,24.2,0.1,66.95,-0.137596633,5.392248895,24.16078519,24.86157038,24.16078519,19.32724252,19.130794,24.16078519,24.16078519,
5,2,K1420,1,FKG4,0,0,0,0,0,0,2,0,0,0.62,0.1,0.72,1.1,0,20.1,20.9,0.1,76.7,-0.781921333,17.8851619,20.86962074,21.63924149,20.86962074,19.32724252,19.130794,20.86962074,20.86962074,
5,2,K1420,1,FKG1,0,0,-2,-1,0,0,2,1,0,0.72,0.1,0.82,1.1,0,21.78,22.55,0.1,71.825,-0.132542139,5.363938495,22.51491501,23.24983003,22.51491501,19.32724252,19.130794,22.51491501,22.51491501,
5,2,K1420,1,FKG2,0,0,-1,0,1,0,2,1,0,0.65,0.1,0.75,1,0,23.46,24.2,0.1,66.95,-0.04218222,5.036836163,24.16078519,24.86157038,24.16078519,19.32724252,19.130794,24.16078519,24.16078519,
5,2,K1420,1,FKG3,-1,0,0,0,0,0,2,0,0,0.62,0.1,0.72,1.1,-1,20.1,20.9,0.1,76.7,-0.781921333,17.8851619,22.86962074,21.63924149,20.86962074,19.32724252,19.130794,24.86962074,23.89992378,
5,2,K1420,1,FKG4,0,0,-2,-1,0,0,2,1,0,0.65,0.1,0.75,1.1,0,21.78,22.55,0.1,71.825,-0.258761213,6.390061625,22.51491501,23.24983003,22.51491501,19.32724252,19.130794,22.51491501,22.51491501,
5,2,K1420,1,FKG2,0,0,-1,0,1,0,2,1,0,0.7,0.1,0.8,1,0,23.46,24.2,0.1,66.95,0.047278561,5.046275689,24.16078519,24.86157038,24.16078519,19.32724252,19.130794,24.16078519,24.16078519,
5,2,K1420,1,FKG4,0,0,0,0,0,0,2,0,0,0.63,0.1,0.73,1.1,0,21.78,22.55,0.1,71.825,-0.296938195,6.832078247,22.51491501,23.24983003,22.51491501,19.32724252,19.130794,22.51491501,22.51491501,
5,2,K1420,1,FKG2,-1,0,-1,0,0,0,3,0,0,0.63,0.1,0.73,1.1,0,21.78,22.55,0.1,71.825,-0.296938195,6.832078247,24.51491501,23.24983003,22.51491501,19.32724252,19.130794,26.51491501,25.54521805,
5,2,K1420,2,MKG1,-1,0,-3,0,-1,0,2,0,0,0.72,0,0.72,1.4,0,19.55,19.35,0.1,83.7,-0.369552344,7.843045542,21.35567217,19.16134434,19.35567217,19.32724252,19.130794,23.35567217,22.3859752,
5,2,K1420,2,MKG2,1,1,-1,-1,-2,-1,4,-1,0,0.69,0.1,0.79,0.7,0,21.3,22.7,0.1,75.3,-2.429355198,91.83380122,20.63342048,23.96684095,22.63342048,19.32724252,19.130794,18.63342048,19.60311745,
5,2,K1420,2,MKG3,0,0,0,0,0,0,2,0,0,0.71,0.1,0.81,1,0,21.6,22.6,0.1,74.4,-0.385859083,8.100913371,22.55372709,23.50745417,22.55372709,19.32724252,19.130794,22.55372709,22.55372709,
5,2,K1420,2,MKG5,0,-1,-2,-1,-1,-1,3,0,0,0.38,0,0.38,1.7,0,20.6,21.15,0.1,76,-0.193948278,5.779956411,21.12876744,21.65753489,21.12876744,19.32724252,19.130794,21.12876744,21.12876744,
5,2,K1420,2,MKG6,1,1,-1,-1,-1,0,3,0,0,0.46,0.1,0.56,1.1,0,24.85,25.1,0.1,62.9,0.107958826,5.241392063,23.0859893,25.3219786,25.0859893,19.32724252,19.130794,21.0859893,22.05568627,
5,2,K1420,2,MKG1,0,0,-1,0,0,0,3,0,0,0.71,0,0.71,1.1,0,24.7,20.1,0.1,64.5,-0.898392819,22.04237705,20.20013055,15.7002611,20.20013055,19.32724252,19.130794,20.20013055,20.20013055,
5,2,K1420,2,MKG2,0,1,0,-1,-2,-1,3,-1,0,0.34,0.1,0.44,0.9,0,23.6,24.3,0.1,67.65,-1.275259188,39.00274744,24.26264695,24.9252939,24.26264695,19.32724252,19.130794,24.26264695,24.26264695,
5,2,K1420,2,MKG3,1,1,-2,0,0,0,2,0,0,0.71,0.05,0.76,1.4,0,23.65,24.5,0.1,66.65,0.705525561,15.47005595,22.45362698,25.25725397,24.45362698,19.32724252,19.130794,20.45362698,21.42332395,
5,2,K1420,2,MKG2,1,1,-2,0,0,0,2,0,0,0.72,0.1,0.82,1.1,0,23.65,24.5,0.1,66.65,0.36588404,7.786599187,22.45362698,25.25725397,24.45362698,19.32724252,19.130794,20.45362698,21.42332395,
5,2,K1420,2,MKG1,-1,0,0,0,0,0,2,0,0,0.69,0.1,0.79,1.1,0,19.55,19.35,0.1,83.7,-0.967923453,24.78872487,21.35567217,19.16134434,19.35567217,19.32724252,19.130794,23.35567217,22.3859752,
5,2,K1420,2,MKG2,1,1,-1,-1,-2,-1,4,-1,0,0.71,0.1,0.81,1.1,0,21.3,22.7,0.1,75.3,-0.110023652,5.250719119,20.63342048,23.96684095,22.63342048,19.32724252,19.130794,18.63342048,19.60311745,
5,2,K1420,2,MKG3,0,0,-3,0,-1,0,2,0,0,0.38,0.1,0.48,1.1,0,21.6,22.6,0.1,74.4,-0.889284373,21.69700423,22.55372709,23.50745417,22.55372709,19.32724252,19.130794,22.55372709,22.55372709,
5,2,K1420,2,MKG4,0,0,-1,0,0,0,3,0,0,0.46,0.1,0.56,1.1,0,20.6,21.15,0.1,76,-1.116160701,31.25709814,21.12876744,21.65753489,21.12876744,19.32724252,19.130794,21.12876744,21.12876744,
5,2,K1420,2,MKG5,1,1,-1,-1,-1,0,3,0,0,0.71,0.1,0.81,1.1,1,24.85,25.1,0.1,62.9,0.51161268,10.47258385,23.0859893,25.3219786,25.0859893,19.32724252,19.130794,21.0859893,22.05568627,
5,2,K1420,2,MKG3,-1,0,-2,-1,-1,-1,3,0,0,0.34,0,0.34,1.4,0,24.7,20.1,0.1,64.5,-0.996671532,25.97971228,22.20013055,15.7002611,20.20013055,19.32724252,19.130794,24.20013055,23.23043358,
5,2,K1420,2,MKG1,1,-1,0,-1,-2,-1,3,-1,0,0.71,0.1,0,1.1,0,23.6,24.3,0.1,67.65,0.308478078,6.977798988,22.26264695,24.9252939,24.26264695,19.32724252,19.130794,20.26264695,21.23234392,
5,2,K1420,2,MKG2,0,0,0,0,0,0,2,0,0,0.34,0.1,0.44,1.1,0,19.55,19.35,0.1,66.65,-2.157733573,83.34753259,19.35567217,19.16134434,19.35567217,19.32724252,19.130794,19.35567217,19.35567217,
5,2,K1420,2,MKG3,0,0,-1,0,0,0,4,-1,0,0.71,0.05,0.76,1.1,0,21.3,22.7,0.1,66.65,-0.255339239,6.353440487,22.63342048,23.96684095,22.63342048,19.32724252,19.130794,22.63342048,22.63342048,
5,2,K1420,2,MKG5,-1,0,-3,0,-1,0,2,0,0,0.46,0.1,0.56,1.1,0,21.6,22.6,0.1,83.7,-0.608745298,12.77202668,24.55372709,23.50745417,22.55372709,19.32724252,19.130794,26.55372709,25.58403012,
5,2,K1420,2,MKG6,0,-1,-2,-1,-1,-1,3,0,0,0.38,0.1,0.48,1.1,0,20.6,21.15,0.1,75.3,-1.372813346,44.06849591,21.12876744,21.65753489,21.12876744,19.32724252,19.130794,21.12876744,21.12876744,
5,2,K1420,2,MKG1,1,1,-1,-1,-2,-1,3,0,0,0.71,0.1,0.81,1.1,0,24.85,25.1,0.1,74.4,0.59868295,12.51481742,23.0859893,25.3219786,25.0859893,19.32724252,19.130794,21.0859893,22.05568627,
5,2,K1420,2,MKG2,0,1,0,-1,-2,-1,3,0,0,0.69,0.1,0.79,1.1,0,24.7,20.1,0.1,76,-0.631266755,13.36363375,20.20013055,15.7002611,20.20013055,19.32724252,19.130794,20.20013055,20.20013055,
5,2,K1420,2,MKG3,1,1,-2,0,0,0,3,-1,0,0.72,0.1,0.82,1.1,0,23.65,24.5,0.1,62.9,0.339462815,7.396963181,22.45362698,25.25725397,24.45362698,19.32724252,19.130794,20.45362698,21.42332395,
5,2,K1420,2,MKG2,1,1,-2,0,0,0,2,0,0,0.71,0.1,0.81,1.1,0,23.65,24.5,0.1,64.5,0.336257716,7.351715908,22.45362698,25.25725397,24.45362698,19.32724252,19.130794,20.45362698,21.42332395,
5,2,K1420,2,MKG1,-1,0,0,0,0,0,2,0,0,0.34,0.1,0.44,1.1,-1,19.55,19.35,0.1,83.7,-2.064268172,79.57973131,21.35567217,19.16134434,19.35567217,19.32724252,19.130794,23.35567217,22.3859752,
5,2,K1420,2,MKG2,1,1,-1,-1,-2,-1,2,0,0,0.46,0.01,0.47,1.1,0,21.3,22.7,0.1,75.3,-0.90783831,22.40409306,20.63342048,23.96684095,22.63342048,19.32724252,19.130794,18.63342048,19.60311745,
5,2,K1420,2,MKG3,0,0,-3,0,-1,0,4,-1,0,0.38,0.1,0.48,1.1,0,21.6,22.6,0.1,74.4,-0.889284373,21.69700423,22.55372709,23.50745417,22.55372709,19.32724252,19.130794,22.55372709,22.55372709,
5,2,K1420,2,MKG4,0,0,-1,0,0,0,2,0,0,0.71,0.1,0.81,1.1,0,20.6,21.15,0.1,76,-0.500647944,10.23868388,21.12876744,21.65753489,21.12876744,19.32724252,19.130794,21.12876744,21.12876744,
5,2,K1420,2,MKG5,1,1,-1,-1,-1,0,3,0,0,0.69,0.1,0.79,1.1,1,24.85,25.1,0.1,62.9,0.483957632,9.892617186,23.0859893,25.3219786,25.0859893,19.32724252,19.130794,21.0859893,22.05568627,
5,2,K1420,2,MKG3,-1,0,-2,-1,-1,-1,3,0,0,0.72,0.1,0.82,1.1,0,24.7,20.1,0.1,64.5,-0.65433952,13.99254109,22.20013055,15.7002611,20.20013055,19.32724252,19.130794,24.20013055,23.23043358,
6,2,K1420,1,FKG1,0,0,0,0,1,1,3,0,0,0.55,0.1,0.65,1.1,0,22.4,23.1,0.1,76.7,-0.259597607,6.399087444,23.0664454,23.73289081,23.0664454,22.80913621,22.0009838,23.0664454,23.0664454,
6,2,K1420,1,FKG2,0,0,0,0,1,1,3,0,0,0.5,0.1,0.6,1.1,0,22.7,23.3,0.1,71.825,-0.331387026,7.283790068,23.27081588,23.84163176,23.27081588,22.80913621,22.0009838,23.27081588,23.27081588,
6,2,K1420,1,FKG2,0,0,0,0,0,0,2,0,0,0.6,0.1,0.7,1.1,0,22.1,23.2,0.1,66.95,-0.208995203,5.905907252,23.1458676,24.1917352,23.1458676,22.80913621,22.0009838,23.1458676,23.1458676,
6,2,K1420,1,FKG2,-1,0,1,1,1,1,3,-1,0,0.4,0.1,0.5,1.1,0,21.5,21.9,0.1,76.7,-1.022966424,27.09660659,23.88328678,22.26657356,21.88328678,22.80913621,22.0009838,25.88328678,24.91358981,
6,2,K1420,1,FKG2,0,0,0,0,0,0,3,0,0,0.7,0.01,0.71,1.1,0,23,23.9,0.1,71.825,0.053735371,5.059780231,23.85323008,24.70646017,23.85323008,22.80913621,22.0009838,23.85323008,23.85323008,
6,2,K1420,1,FKG1,0,0,0,0,0,0,3,0,0,0.55,0.1,0.65,1.1,0,22.6,23.5,0.1,66.95,-0.20993617,5.914098373,23.45485455,24.3097091,23.45485455,22.80913621,22.0009838,23.45485455,23.45485455,
6,2,K1420,1,FKG2,-1,-1,1,-1,1,1,3,0,0,0.52,0.1,0.62,1.1,0,22.8,23.1,0.1,76.7,-0.306527658,6.952774365,25.08586762,23.37173524,23.08586762,22.80913621,22.0009838,27.08586762,26.11617065,
6,2,K1420,1,FKG3,0,0,0,0,0,0,3,0,0,0.57,0.1,0.67,1.1,0,22.4,23.2,0.1,71.825,-0.224780153,6.04822184,23.161123,23.92224599,23.161123,22.80913621,22.0009838,23.161123,23.161123,
6,2,K1420,1,FKG4,0,0,0,0,0,0,4,-1,0,0.48,0.1,0.58,1.1,0,22.4,23.3,0.1,66.95,-0.421166641,8.698199765,23.25567004,24.11134008,23.25567004,22.80913621,22.0009838,23.25567004,23.25567004,
6,2,K1420,1,FKG2,-1,-1,0,0,1,1,1,0,0,0.63,0.01,0.64,1.1,0,22.4,23.1,0.1,76.7,-0.280257813,6.631390364,25.0664454,23.73289081,23.0664454,22.80913621,22.0009838,27.0664454,26.09674843,
6,2,K1420,1,FKG2,0,0,0,0,0,0,2,0,0,0.55,0.1,0.65,1,0,22.43,23.16,0.1,72.3125,-0.551798935,11.37431571,23.12476268,23.81952537,23.12476268,22.80913621,22.0009838,23.12476268,23.12476268,
6,2,K1420,1,FKG1,0,0,0,0,0,0,3,0,0,0.55,0.1,0.65,1.1,0,22.43,23.16,0.1,72.3125,-0.271205927,6.527397584,23.12476268,23.81952537,23.12476268,22.80913621,22.0009838,23.12476268,23.12476268,
6,2,K1420,1,FKG2,0,0,0,0,1,1,2,0,0,0.55,0.1,0.65,1.1,0,22.43,23.16,0.1,72.3125,-0.271205927,6.527397584,23.12476268,23.81952537,23.12476268,22.80913621,22.0009838,23.12476268,23.12476268,
6,2,K1420,1,FKG3,0,0,0,0,1,1,3,-1,0,0.55,0.1,0.65,1,0,22.43,23.16,0.1,72.3125,-0.551798935,11.37431571,23.12476268,23.81952537,23.12476268,22.80913621,22.0009838,23.12476268,23.12476268,
6,2,K1420,1,FKG4,0,0,0,0,1,1,3,-1,0,0.55,0.1,0.65,1.1,0,22.43,23.16,0.1,72.3125,-0.271205927,6.527397584,23.12476268,23.81952537,23.12476268,22.80913621,22.0009838,23.12476268,23.12476268,
6,2,K1420,2,MKG1,0,0,0,0,1,1,3,0,0,0.59,0.1,0.69,1.1,0,23.2,22.9,0.1,83.7,-0.152595154,5.482514533,22.91348066,22.62696131,22.91348066,22.80913621,22.0009838,22.91348066,22.91348066,
6,2,K1420,2,MKG2,0,0,0,0,0,0,3,0,0,0.5,0.1,0.6,1.1,0,23.3,23,0.1,75.3,-0.36772438,7.814845889,23.01361916,22.72723832,23.01361916,22.80913621,22.0009838,23.01361916,23.01361916,
6,2,K1420,2,MKG3,0,0,0,-1,1,1,3,0,0,0.63,0.01,0.64,1.1,0,23.1,22.9,0.1,74.4,-0.322551099,7.163134963,22.90902911,22.71805822,22.90902911,22.80913621,22.0009838,22.90902911,22.90902911,
6,2,K1420,2,MKG4,0,0,1,0,0,0,3,-1,0,0.4,0.1,0.5,1.1,0,23.3,22.9,0.1,76,-0.630659271,13.34738718,22.91789008,22.53578016,22.91789008,22.80913621,22.0009838,22.91789008,22.91789008,
6,2,K1420,2,MKG1,1,0,0,0,0,0,3,0,0,0.63,0.01,0.64,1.1,0,23.3,23.1,0.1,62.9,-0.340477081,7.41137274,21.10921345,22.91842691,23.10921345,22.80913621,22.0009838,19.10921345,20.07891042,
6,2,K1420,2,MKG3,-1,-1,0,0,0,0,2,0,0,0.63,0.01,0.64,1.1,0,23.2,22.6,0.1,64.5,-0.466200337,9.537624889,24.62574621,22.05149241,22.62574621,22.80913621,22.0009838,26.62574621,25.65604924,
6,2,K1420,2,MKG1,1,0,-1,-1,1,1,4,0,0,0.65,0.1,0.75,1.1,0,23.3,23,0.1,67.65,-0.120192633,5.299237488,21.01361916,22.72723832,23.01361916,22.80913621,22.0009838,19.01361916,19.98331613,
6,2,K1420,2,MKG3,0,-1,-1,-1,0,0,4,-1,0,0.7,0.01,0.71,1.1,0,23.1,22.9,0.1,66.65,-0.234253006,6.138641999,22.90902911,22.71805822,22.90902911,22.80913621,22.0009838,22.90902911,22.90902911,
6,2,K1420,2,MKG2,0,0,0,0,1,1,2,0,0,0.58,0.01,0.59,1.1,0,23.4,23,0.1,76,-0.381029001,8.023349631,23.01807495,22.6361499,23.01807495,22.80913621,22.0009838,23.01807495,23.01807495,
6,2,K1420,2,MKG3,0,-1,0,0,0,0,3,0,0,0.59,0.01,0.6,1.1,0,23.2,22.8,0.1,65,-0.497223998,10.16670887,22.81770496,22.43540992,22.81770496,22.80913621,22.0009838,22.81770496,22.81770496,
6,2,K1420,2,MKG3,0,0,0,0,1,1,3,0,0,0.59,0.1,0.69,1.1,0,23.3,23,0.1,64.5,-0.254847704,6.348220656,23.01361916,22.72723832,23.01361916,22.80913621,22.0009838,23.01361916,23.01361916,
6,2,K1420,2,MKG1,0,0,0,0,0,0,3,-1,0,0.58,0.1,0.68,1.1,0,23.1,22.9,0.1,67.65,-0.286296041,6.702682105,22.90902911,22.71805822,22.90902911,22.80913621,22.0009838,22.90902911,22.90902911,
6,2,K1420,2,MKG3,0,0,0,-1,1,1,3,0,0,0.7,0.1,0.8,1.1,0,23.3,22.9,0.1,66.65,-0.063417235,5.083267154,22.91789008,22.53578016,22.91789008,22.80913621,22.0009838,22.91789008,22.91789008,
6,2,K1420,2,MKG2,1,0,0,0,0,0,2,0,0,0.65,0.1,0.75,1.1,0,23.3,23.1,0.1,76,-0.037813264,5.029600363,21.10921345,22.91842691,23.10921345,22.80913621,22.0009838,19.10921345,20.07891042,
6,2,K1420,2,MKG3,0,0,1,0,0,0,4,0,0,0.63,0.1,0.73,1.1,0,23.2,22.6,0.1,65,-0.279083061,6.617699113,22.62574621,22.05149241,22.62574621,22.80913621,22.0009838,22.62574621,22.62574621,
6,2,K1420,2,MKG1,-1,-1,0,0,0,0,2,0,0,0.59,0.1,0.69,1.1,0,23.2,22.6,0.1,65,-0.358003972,7.667282515,24.62574621,22.05149241,22.62574621,22.80913621,22.0009838,26.62574621,25.65604924,
6,2,K1420,2,MKG2,1,0,0,0,0,0,3,0,0,0.5,0.1,0.6,1.1,0,23.3,23.1,0.1,76,-0.335502472,7.341117427,21.10921345,22.91842691,23.10921345,22.80913621,22.0009838,19.10921345,20.07891042,
6,2,K1420,2,MKG3,0,0,0,-1,1,1,3,0,0,0.63,0.01,0.64,1.1,0,23.3,22.9,0.1,66.65,-0.367880025,7.817241447,22.91789008,22.53578016,22.91789008,22.80913621,22.0009838,22.91789008,22.91789008,
6,2,K1420,2,MKG4,0,0,1,0,0,0,3,-1,0,0.4,0.1,0.5,1.1,-1,23.1,22.9,0.1,67.65,-0.695898643,15.18352057,22.90902911,22.71805822,22.90902911,22.80913621,22.0009838,22.90902911,22.90902911,
6,2,K1420,2,MKG1,0,0,0,0,0,0,3,0,0,0.63,0.01,0.64,1.1,0,23.3,23,0.1,64.5,-0.356081199,7.638569988,23.01361916,22.72723832,23.01361916,22.80913621,22.0009838,23.01361916,23.01361916,
6,2,K1420,2,MKG3,0,0,0,0,-1,-1,3,0,0,0.63,0.01,0.64,1.1,0,23.2,22.8,0.1,65,-0.409566417,8.496076036,22.81770496,22.43540992,22.81770496,22.80913621,22.0009838,22.81770496,22.81770496,
6,2,K1420,2,MKG1,1,0,-1,-1,1,1,4,0,0,0.65,0.1,0.75,1.1,0,23.4,23,0.1,76,-0.058461415,5.070759707,21.01807495,22.6361499,23.01807495,22.80913621,22.0009838,19.01807495,19.98777192,
6,2,K1420,2,MKG3,0,-1,-1,-1,0,0,4,-1,0,0.7,0.01,0.71,1.1,0,23.1,22.9,0.1,66.65,-0.234253006,6.138641999,22.90902911,22.71805822,22.90902911,22.80913621,22.0009838,22.90902911,22.90902911,
6,2,K1420,2,MKG2,0,0,0,0,1,1,2,0,0,0.58,0.01,0.59,1.1,0,23.3,23,0.1,67.65,-0.442801751,9.090596336,23.01361916,22.72723832,23.01361916,22.80913621,22.0009838,23.01361916,23.01361916,
6,2,K1420,2,MKG3,0,-1,0,0,0,0,3,0,0,0.59,0.01,0.6,1.1,-1,23.2,22.6,0.1,64.5,-0.555356909,11.45752383,22.62574621,22.05149241,22.62574621,22.80913621,22.0009838,22.62574621,22.62574621,
6,2,K1420,2,MKG3,0,0,0,0,1,1,3,0,0,0.59,0.1,0.69,1.1,0,23.3,23.1,0.1,62.9,-0.240125453,6.196586224,23.10921345,22.91842691,23.10921345,22.80913621,22.0009838,23.10921345,23.10921345,
